policy_number	accepts_policy_number	quote_persist_reference	policy_transaction_type_id	ownership	claim_free_year_buildings	claim_free_year_contents	property_type	property_sub_type	exterior_wall_type	property_built_era	flat_roof	listed_building	roof_type	employment_status	property_built_year	claims_history_count	voluntary_excess_amount	compulsory_excess_amount	policy_excess_amount	subsidence_excess_amount	escape_of_water_excess_amount	policyholder_age	accepts_coverage_product_id	preferred_payment_schedule_id	accepts_payment_schedule_id	contract_renewal_flag	floodre_ceded_flag	auto_renewal_intent_flag	flat_roof	cais_group_risk	credit_score	experian_point_of_quote_score	quote_to_inception_banding	no_of_bedrooms
	8090330633	CHU60000013918	2	Owned	4		Town House	Semi-Detached Town House	Stone Construction		None	NOT_LIS	TILE	Self-employed (full time)	2004		150	100	250	1000	450	33	1	1	3	0	0	0	None	14	699.00	0.00	0	3
	8090330658	CHU60000013920	2	Mortgaged	1		House	Semi-Detached House	Stone Construction		None	NOT_LIS	TILE	Self-employed (part-time)	2005		150	100	250	1000	450	33	1	1	3	0	0	0	None	14	699.00	0.00	0	4
	8090330666	CHU60000013922	2	Mortgaged	2		House	Semi-Detached House	Stone Construction		None	NOT_LIS	TILE	Employed (Full time)	2006	1	150	100	250	1000	450	33	1	1	3	0	0	0	None	14	699.00	0.00	0	5
	8090330674	CHU60000013923	2	Owned	0		Maisonette	Maisonette	Stone Construction		None	NOT_LIS	TILE	Employed (Part time)	2007	1	150	100	250	1000	450	33	1	2	3	0	0	0	None	14	699.00	0.00	0	1
	8090330682	CHU60000013924	2	Mortgaged	4		Maisonette	Maisonette	Stone Construction		None	NOT_LIS	TILE	Self-employed (full time)	2008		150	100	250	1000	450	33	1	2	3	0	0	0	None	14	699.00	0.00	0	2
	8090330690	CHU60000013925	2	Owned	1		Maisonette	Maisonette	Stone Construction		None	NOT_LIS	TILE	Self-employed (part-time)	2009	1	150	100	250	1000	450	33	1	1	3	0	0	0	None	14	699.00	0.00	0	3
	8090330708	CHU60000013926	2	Owned	1		House	Mid Terraced House	Stone Construction		None	NOT_LIS	TILE	Employed (Part time)	2011		150	100	250	1000	450	32	1	1	3	0	0	0	None	14	699.00	0.00	0	5
	8090330724	CHU60000013928	2	Owned	1		Maisonette	Maisonette	Stone Construction		None	NOT_LIS	TILE	Self-employed (full time)	2012		150	100	250	1000	450	31	1	2	3	0	0	0	None	14	699.00	0.00	0	1
	8090330732	CHU60000013929	2	Mortgaged	2		Maisonette	Maisonette	Stone Construction		None	NOT_LIS	TILE	Self-employed (part-time)	2008	1	150	100	250	1000	450	31	1	2	3	0	0	0	None	14	699.00	0.00	0	2
	8090330740	CHU60000013930	2	Owned	2		Maisonette	Maisonette	Stone Construction		None	NOT_LIS	TILE	Employed (Full time)	2009	1	150	100	250	2000	450	31	1	1	3	0	0	0	None	14	699.00	0.00	0	3
	8090330757	CHU60000013932	2	Owned	2		Maisonette	Maisonette	Stone Construction		None	NOT_LIS	TILE	Employed (Part time)	2010		150	100	250	1000	450	31	1	2	3	0	0	0	None	14	699.00	0.00	0	4
	8090330765	CHU60000013935	2	Mortgaged	NO_INS		House	Detached House	Stone Construction		None	NOT_LIS	TILE	Self-employed (full time)	2001		150	100	250	1000	450	31	1	1	3	0	0	0	None	14	699.00	0.00	0	5
	8090330781	CHU60000013937	2	Owned	2		Maisonette	Maisonette	Stone Construction		None	NOT_LIS	TILE	Self-employed (part-time)	2012	1	150	100	250	1000	450	31	1	2	3	0	0	0	None	14	699.00	0.00	0	1
	8090330799	CHU60000013939	2	Mortgaged	1		Town House	Semi-Detached Town House	Stone Construction		None	NOT_LIS	TILE	Employed (Full time)	2001		150	100	250	1000	450	31	1	1	3	0	0	0	None	14	699.00	0.00	0	2
	8090330807	CHU60000013940	2	Mortgaged	NO_INS		Maisonette	Maisonette	Concrete		None	NOT_LIS	TILE	Employed (Part time)	2002	1	150	100	250	1000	450	31	1	1	3	0	0	0	None	14	699.00	0.00	0	3
	8090330815	CHU60000013941	2	Mortgaged	3		Town House	Semi-Detached Town House	Concrete		None	NOT_LIS	TILE	Self-employed (full time)	2003	1	150	100	250	1000	450	31	1	2	3	0	0	0	None	14	699.00	0.00	0	4
	8090330823	CHU60000013943	2	Owned		3	Maisonette	Maisonette	Concrete		None	NOT_LIS	TILE	Self-employed (part-time)	2007	1	150	100	250	1000	450	31	1	2	3	0	0	0	None	14	699.00	0.00	0	5
	8090330831	CHU60000013945	2	Mortgaged		3	House	Link Detached House	Concrete		None	NOT_LIS	TILE	Employed (Full time)	2008	1	150	100	250	1000	450	31	1	2	3	0	0	0	None	14	699.00	0.00	0	1
	8090330856	CHU60000013946	2	Mortgaged		4	Town House	Semi-Detached Town House	Concrete		None	NOT_LIS	TILE	Employed (Part time)	2009	1	150	100	250	1000	450	31	1	1	3	0	0	0	None	14	699.00	0.00	0	2
	8090330880	CHU60000013948	2	Mortgaged		NO_INS12	Maisonette	Maisonette	Concrete		None	NOT_LIS	TILE	Self-employed (full time)	2010	1	150	100	250	1000	450	31	1	1	3	0	0	0	None	14	699.00	0.00	0	3
	8090330930	CHU60000013949	2	Mortgaged		1	Town House	End Terraced Town House	Concrete		None	NOT_LIS	SLATE	Self-employed (part-time)	2011	1	150	100	250	1000	450	31	1	2	3	0	0	0	None	14	699.00	0.00	0	4
	8090330955	CHU60000013952	2	Mortgaged		1	House	End-Terraced House	Concrete		None	NOT_LIS	SLATE	Employed (Part time)	2013	1	150	100	250	1000	450	31	1	1	3	0	0	0	None	14	699.00	0.00	0	1
	8090330971	CHU60000013953	2	Mortgaged		0	Maisonette	Maisonette	Concrete		None	NOT_LIS	SLATE	Self-employed (full time)	2014	1	150	100	250	1000	450	31	1	2	3	0	0	0	None	14	699.00	0.00	0	2
	8090330997	CHU60000013954	2	Owned		2	Maisonette	Maisonette	Concrete		None	NOT_LIS	SLATE	Self-employed (part-time)	2015	1	150	100	250	1000	450	31	1	2	3	0	0	0	None	14	699.00	0.00	0	3
	8090331003	CHU60000013957	2	Mortgaged		2	Maisonette	Maisonette	Concrete		None	NOT_LIS	SLATE	Employed (Full time)	1990	1	150	100	250	1000	450	31	1	1	3	0	0	0	None	14	699.00	0.00	0	4
	8090331037	CHU60000013959	2	Mortgaged	3	1	Maisonette	Maisonette	Concrete		None	NOT_LIS	SLATE	Employed (Part time)	1917	1	150	100	250	1000	450	33	1	2	3	0	0	0	None	14	699.00	0.00	0	5
	8090331052	CHU60000013960	2	Mortgaged	4	1	House	End-Terraced House	Concrete		None	NOT_LIS	SLATE	Self-employed (full time)	1845	1	150	100	250	1000	450	33	1	1	3	0	0	0	None	14	699.00	0.00	0	1
	8090331060	CHU60000013962	2	Mortgaged	1	0	Town House	Semi-Detached Town House	Concrete		None	NOT_LIS	SLATE	Self-employed (part-time)	2011	1	150	100	250	1000	450	33	1	2	3	0	0	0	None	14	699.00	0.00	0	2
	8090331110	CHU60000013963	2	Mortgaged	NO_INS	2	Town House	Semi-Detached Town House	Concrete		None	NOT_LIS	SLATE	Employed (Full time)	2012	1	150	100	250	1000	450	33	1	2	3	0	0	0	None	14	699.00	0.00	0	3
	8090331243	CHU60000013970	2	Mortgaged	0	0	House	Mid Terraced House	Concrete		None	NOT_LIS	SLATE	Employed (Part time)	2013	1	150	100	250	1000	450	33	1	2	3	0	0	0	None	14	699.00	0.00	0	4
	8090331276	CHU60000013971	2	Mortgaged	1	1	Maisonette	Maisonette	Concrete		None	NOT_LIS	SLATE	Self-employed (full time)	2014	1	150	100	250	1000	450	33	1	1	3	0	0	0	None	14	699.00	0.00	0	5
	8090331326	CHU60000013974	2	Mortgaged	1	2	Maisonette	Maisonette	Concrete		None	NOT_LIS	SLATE	Self-employed (part-time)	2015		150	100	250	1000	450	33	1	2	3	0	0	0	None	14	699.00	0.00	0	1
	8090331359	CHU60000013975	2	Mortgaged	3	1	House	End-Terraced House	Concrete		None	NOT_LIS	SLATE	Employed (Full time)	2016		150	100	250	1000	450	33	1	2	3	0	0	0	None	14	699.00	0.00	0	2
	8090331391	CHU60000013978	2	Mortgaged	4	1	Town House	End Terraced Town House	Concrete		None	NOT_LIS	SLATE	Employed (Part time)	2011		150	100	250	1000	450	33	1	1	3	0	0	0	None	14	699.00	0.00	0	3
	8090331433	CHU60000013981	2	Mortgaged	3	5+	Maisonette	Maisonette	Concrete		None	NOT_LIS	SLATE	Self-employed (full time)	1838	1	150	100	250	1000	450	54	1	2	3	0	0	0	None	14	699.00	0.00	0	4
	8090331474	CHU60000013982	2	Mortgaged	3	NO_INS	House	Detached House	Concrete		None	NOT_LIS	SLATE	Self-employed (part-time)	1839	1	150	100	250	1000	450	71	1	2	3	0	0	0	None	14	699.00	0.00	0	5
	8090331524	CHU60000013983	2	Mortgaged	2	5+	Town House	Semi-Detached Town House	Concrete		None	NOT_LIS	SLATE	Employed (Part time)	1860	1	150	100	250	1000	450	45	1	1	3	0	1	0	None	14	699.00	0.00	0	2
	8090331755	CHU60000014001	2	Owned	2		Maisonette	Maisonette	Stone Construction		None	NOT_LIS	TILE	Employed (Part time)	2010		150	100	250	1000	450	31	1	2	3	0	0	0	None	14	699.00	0.00	0	4
	8090331789	CHU60000014003	2	Mortgaged	NO_INS		House	Detached House	Stone Construction		None	NOT_LIS	TILE	Self-employed (full time)	2001		150	100	250	1000	450	31	1	1	3	0	0	0	None	14	699.00	0.00	0	5
	8090331797	CHU60000014005	2	Owned	2		Maisonette	Maisonette	Stone Construction		None	NOT_LIS	TILE	Self-employed (part-time)	2012	1	150	100	250	1000	450	31	1	2	3	0	0	0	None	14	699.00	0.00	0	1
	8090331805	CHU60000014006	2	Mortgaged	1		Town House	Semi-Detached Town House	Stone Construction		None	NOT_LIS	TILE	Employed (Full time)	2001		150	100	250	1000	450	31	1	1	3	0	0	0	None	14	699.00	0.00	0	2
	8090331821	CHU60000014008	2	Mortgaged	NO_INS		Maisonette	Maisonette	Concrete		None	NOT_LIS	TILE	Employed (Part time)	2002	1	150	100	250	1000	450	31	1	1	3	0	0	0	None	14	699.00	0.00	0	3
	8090331847	CHU60000014011	2	Mortgaged	3		Town House	Semi-Detached Town House	Concrete		None	NOT_LIS	TILE	Self-employed (full time)	2003	1	150	100	250	1000	450	31	1	2	3	0	0	0	None	14	699.00	0.00	0	4
	8090331854	CHU60000014013	2	Owned		3	Maisonette	Maisonette	Concrete		None	NOT_LIS	TILE	Self-employed (part-time)	2007	1	150	100	250	1000	450	31	1	2	3	0	0	0	None	14	699.00	0.00	0	5
	8090331870	CHU60000014014	2	Mortgaged		3	House	Link Detached House	Concrete		None	NOT_LIS	TILE	Employed (Full time)	2008	1	150	100	250	1000	450	31	1	2	3	0	0	0	None	14	699.00	0.00	0	1
	8090331888	CHU60000014015	2	Mortgaged		4	Town House	Semi-Detached Town House	Concrete		None	NOT_LIS	TILE	Employed (Part time)	2009	1	150	100	250	1000	450	31	1	1	3	0	0	0	None	14	699.00	0.00	0	2
	8090331896	CHU60000014016	2	Mortgaged		NO_INS12	Maisonette	Maisonette	Concrete		None	NOT_LIS	TILE	Self-employed (full time)	2010	1	150	100	250	1000	450	31	1	1	3	0	0	0	None	14	699.00	0.00	0	3
	8090331904	CHU60000014018	2	Mortgaged		1	Town House	End Terraced Town House	Concrete		None	NOT_LIS	SLATE	Self-employed (part-time)	2011	1	150	100	250	1000	450	31	1	2	3	0	0	0	None	14	699.00	0.00	0	4
	8090331912	CHU60000014020	2	Mortgaged		1	House	End-Terraced House	Concrete		None	NOT_LIS	SLATE	Employed (Part time)	2013	1	150	100	250	1000	450	31	1	1	3	0	0	0	None	14	699.00	0.00	0	1
	8090331938	CHU60000014022	2	Mortgaged		0	Maisonette	Maisonette	Concrete		None	NOT_LIS	SLATE	Self-employed (full time)	2014	1	150	100	250	1000	450	31	1	2	3	0	0	0	None	14	699.00	0.00	0	2
	8090331953	CHU60000014024	2	Owned		2	Maisonette	Maisonette	Concrete		None	NOT_LIS	SLATE	Self-employed (part-time)	2015	1	150	100	250	1000	450	31	1	2	3	0	0	0	None	14	699.00	0.00	0	3
	8090331961	CHU60000014026	2	Mortgaged		2	Maisonette	Maisonette	Concrete		None	NOT_LIS	SLATE	Employed (Full time)	1990	1	150	100	250	1000	450	31	1	1	3	0	0	0	None	14	699.00	0.00	0	4
	8090331979	CHU60000014027	2	Mortgaged	3	1	Maisonette	Maisonette	Concrete		None	NOT_LIS	SLATE	Employed (Part time)	1917	1	150	100	250	1000	450	33	1	2	3	0	0	0	None	14	699.00	0.00	0	5
	8090331995	CHU60000014028	2	Mortgaged	4	1	House	End-Terraced House	Concrete		None	NOT_LIS	SLATE	Self-employed (full time)	1845	1	150	100	250	1000	450	33	1	1	3	0	0	0	None	14	699.00	0.00	0	1
	8090332001	CHU60000014029	2	Mortgaged	1	0	Town House	Semi-Detached Town House	Concrete		None	NOT_LIS	SLATE	Self-employed (part-time)	2011	1	150	100	250	1000	450	33	1	2	3	0	0	0	None	14	699.00	0.00	0	2
	8090332019	CHU60000014030	2	Mortgaged	NO_INS	2	Town House	Semi-Detached Town House	Concrete		None	NOT_LIS	SLATE	Employed (Full time)	2012	1	150	100	250	1000	450	33	1	2	3	0	0	0	None	14	699.00	0.00	0	3
	8090332035	CHU60000014031	2	Mortgaged	0	0	House	Mid Terraced House	Concrete		None	NOT_LIS	SLATE	Employed (Part time)	2013	1	150	100	250	1000	450	33	1	2	3	0	0	0	None	14	699.00	0.00	0	4
	8090332043	CHU60000014032	2	Mortgaged	1	1	Maisonette	Maisonette	Concrete		None	NOT_LIS	SLATE	Self-employed (full time)	2014	1	150	100	250	1000	450	33	1	1	3	0	0	0	None	14	699.00	0.00	0	5
	8090332050	CHU60000014033	2	Mortgaged	1	2	Maisonette	Maisonette	Concrete		None	NOT_LIS	SLATE	Self-employed (part-time)	2015		150	100	250	1000	450	33	1	2	3	0	0	0	None	14	699.00	0.00	0	1
	8090332068	CHU60000014034	2	Mortgaged	3	1	House	End-Terraced House	Concrete		None	NOT_LIS	SLATE	Employed (Full time)	2016		150	100	250	1000	450	33	1	2	3	0	0	0	None	14	699.00	0.00	0	2
	8090332076	CHU60000014035	2	Mortgaged	4	1	Town House	End Terraced Town House	Concrete		None	NOT_LIS	SLATE	Employed (Part time)	2011		150	100	250	1000	450	33	1	1	3	0	0	0	None	14	699.00	0.00	0	3
	8090332084	CHU60000014036	2	Mortgaged	3	5+	Maisonette	Maisonette	Concrete		None	NOT_LIS	SLATE	Self-employed (full time)	1838	1	150	100	250	1000	450	54	1	2	3	0	0	0	None	14	699.00	0.00	0	4
	8090332837	CHU60000014114	2	Mortgaged	1	1	House	Detached House	Brick		None	NOT_LIS	TILE	Employed (Full time)	1998	1	150	100	250	1000	450	80	1	1	3	0	0	0	None	14	699.00	0.00	0	1
	8090332845	CHU60000014116	2	Owned	2	3	Town House	Mid Terraced Town House	Brick		None	NOT_LIS	SLATE	Employed (Part time)	1899	1	150	100	250	1000	450	77	1	1	3	0	0	0	None	14	699.00	0.00	0	2
	8090332852	CHU60000014118	2	Owned	3	1	Maisonette	Maisonette	Brick		None	NOT_LIS	SLATE	Self-employed (full time)	1888	1	150	100	250	1000	450	42	1	1	3	0	0	0	None	14	699.00	0.00	0	3
	8090332860	CHU60000014120	2	Owned	4	0	Town House	Detached Town House	Brick		None	NOT_LIS	SLATE	Self-employed (part-time)	1979	1	150	100	250	2000	450	75	1	2	3	0	0	0	None	14	699.00	0.00	0	4
	8090332878	CHU60000014121	2	Owned	2	3	Maisonette	Maisonette	Brick		None	NOT_LIS	SLATE	Employed (Full time)	1873	1	150	100	250	1000	450	39	1	1	3	0	0	0	None	14	699.00	0.00	0	5
	8090332886	CHU60000014124	2	Mortgaged	1	3	Town House	Semi-Detached Town House	Brick		None	NOT_LIS	SLATE	Employed (Part time)	1874		150	100	250	1000	450	74	1	2	3	0	0	0	None	14	699.00	0.00	0	1
	8090332894	CHU60000014125	2	Owned	NO_INS12	2	House	Semi-Detached House	Brick		None	NOT_LIS	SLATE	Self-employed (part-time)	2000		150	100	250	1000	450	67	1	1	3	0	0	0	None	14	699.00	0.00	0	3
	8090332910	CHU60000014126	2	Owned	1	2	Maisonette	Maisonette	Brick		None	NOT_LIS	SLATE	Employed (Full time)	2001	1	150	100	250	1000	450	72	1	2	3	0	0	0	None	14	699.00	0.00	0	4
	8090332928	CHU60000014127	2	Owned	2	3	Maisonette	Maisonette	Brick		None	NOT_LIS	SLATE	Employed (Part time)	1873	1	150	100	250	1000	450	68	1	1	3	0	0	0	None	14	699.00	0.00	0	5
	8090332936	CHU60000014128	2	Owned	3	2	Maisonette	Maisonette	Brick		None	NOT_LIS	SLATE	Self-employed (full time)	1956		150	100	250	1000	450	33	1	1	3	0	0	0	None	14	699.00	0.00	0	1
	8090332944	CHU60000014129	2	Mortgaged	4	1	Town House	Semi-Detached Town House	Brick		None	NOT_LIS	SLATE	Self-employed (part-time)	1990	1	150	100	250	1000	450	33	1	2	3	0	0	0	None	14	699.00	0.00	0	2
	8090332951	CHU60000014130	2	Owned	5+	2	Town House	Semi-Detached Town House	Brick		None	NOT_LIS	SLATE	Employed (Full time)	1991	1	150	100	250	1000	450	33	1	1	3	0	0	0	None	14	699.00	0.00	0	3
	8090332969	CHU60000014131	2	Mortgaged	1	1	Town House	End Terraced Town House	Brick		None	NOT_LIS	SLATE	Employed (Part time)	1992		150	100	250	1000	450	33	1	2	3	0	0	0	None	14	699.00	0.00	0	4
	8090332977	CHU60000014132	2	Owned	3	3	House	Mid Terraced House	Brick		None	NOT_LIS	SLATE	Self-employed (full time)	1993		150	100	250	1000	450	33	1	1	3	0	0	0	None	14	699.00	0.00	0	5
	8090332985	CHU60000014133	2	Mortgaged	4	0	Town House	Mid Terraced Town House	Brick		None	NOT_LIS	SLATE	Self-employed (part-time)	1983		150	100	250	1000	450	30	1	1	3	0	0	0	None	14	699.00	0.00	0	1
	8090332993	CHU60000014134	2	Owned	1	3	Maisonette	Maisonette	Brick		None	NOT_LIS	SLATE	Employed (Part time)	2005	1	150	100	250	1000	450	33	1	1	3	0	0	0	None	14	699.00	0.00	0	3
	8090333009	CHU60000014135	2	Owned	3	3	Town House	End Terraced Town House	Brick		None	NOT_LIS	SLATE	Self-employed (full time)	1982	1	150	100	250	1000	450	33	1	1	3	0	0	0	None	14	699.00	0.00	0	4
	8090333017	CHU60000014136	2	Mortgaged	0	3	Town House	Mid Terraced Town House	Brick		None	NOT_LIS	SLATE	Self-employed (part-time)	1983		150	100	250	1000	450	33	1	1	3	0	0	0	None	14	699.00	0.00	0	5
