policy_number	accepts_policy_number	quote_persist_reference	policy_transaction_type_id	ownership	claim_free_year_buildings	claim_free_year_contents	property_type	property_sub_type	exterior_wall_type	property_built_era	flat_roof	listed_building	roof_type	employment_status	property_built_year	claims_history_count	voluntary_excess_amount	compulsory_excess_amount	policy_excess_amount	subsidence_excess_amount	escape_of_water_excess_amount	policyholder_age	accepts_coverage_product_id	preferred_payment_schedule_id	accepts_payment_schedule_id	contract_renewal_flag	floodre_ceded_flag	auto_renewal_intent_flag	flat_roof	cais_group_risk	credit_score	experian_point_of_quote_score	quote_to_inception_banding	no_of_bedrooms
8110001719	8110001719	PRV60000000146	7	Mortgaged	3		Town House	Semi-Detached Town House	Stone Construction		None	NOT_LIS	TILE	Employed (Part time)	2003	0	150	100	250	1000	550	47	1	2	3	1	0	1	None	14	699.00	0.00	0	2
8110001727	8110001727	PRV60000000149	7	Mortgaged	2		House	Semi-Detached House	Stone Construction		None	NOT_LIS	TILE	Self-employed (part-time)	2005	0	150	100	250	1000	550	47	3	1	3	1	0	1	None	14	699.00	0.00	0	4
8110001735	8110001735	PRV60000000150	7	Mortgaged		4	House	Link Detached House	Concrete		None	NOT_LIS	TILE	Employed (Full time)	2008	1	150	100	250	1000	550	45	1	2	3	1	0	1	None	14	699.00	0.00	0	1
8110001743	8110001743	PRV60000000151	7	Mortgaged		5+	Town House	Semi-Detached Town House	Concrete		None	NOT_LIS	TILE	Employed (Part time)	2009	1	150	100	250	1000	550	45	1	1	3	1	0	1	None	14	699.00	0.00	0	2
8110001750	8110001750	PRV60000000152	7	Mortgaged		1	Maisonette	Maisonette	Concrete		None	NOT_LIS	TILE	Self-employed (full time)	2010	1	150	100	250	1000	550	45	1	1	3	1	0	1	None	14	699.00	0.00	0	3
8110001768	8110001768	PRV60000000153	7	Mortgaged		2	Town House	End Terraced Town House	Concrete		None	NOT_LIS	SLATE	Self-employed (part-time)	2011	1	150	100	250	1000	550	45	3	2	3	1	0	1	None	14	699.00	0.00	0	4
8110001784	8110001784	PRV60000000157	7	Owned	3	4	Town House	Mid Terraced Town House	Brick		None	NOT_LIS	SLATE	Employed (Part time)	1899	1	150	100	250	1000	550	91	3	1	3	1	0	1	None	14	699.00	0.00	0	2
8110001792	8110001792	PRV60000000158	7	Owned	4	2	Maisonette	Maisonette	Brick		None	NOT_LIS	SLATE	Self-employed (full time)	1888	1	150	100	250	1000	550	56	1	1	3	1	0	1	None	14	699.00	0.00	0	3
8110001800	8110001800	PRV60000000156	7	Mortgaged	2	2	House	Detached House	Brick		None	NOT_LIS	TILE	Employed (Full time)	1998	1	150	100	250	1000	550	94	3	1	3	1	0	1	None	14	699.00	0.00	0	1
8110001818	8110001818	PRV60000000159	7	Owned	5+	1	Town House	Detached Town House	Brick		None	NOT_LIS	SLATE	Self-employed (part-time)	1979	1	150	100	250	2000	550	89	1	2	3	1	0	1	None	14	699.00	0.00	0	4
8110001875	8110001875	DLI60000000077	7	Mortgaged	2	4	Town House	Semi-Detached Town House	Brick		None	NOT_LIS	SLATE	Employed (Part time)	1874	0	150	100	250	1000	450	88	1	2	3	1	0	1	None	14	699.00	0.00	0	1
8110001883	8110001883	DLI60000000078	7	Owned	1	3	House	Semi-Detached House	Brick		None	NOT_LIS	SLATE	Self-employed (part-time)	2000	0	150	100	250	1000	450	80	1	1	3	1	0	1	None	14	699.00	0.00	0	3
8110001891	8110001891	DLI60000000079	7	Owned	2	3	Maisonette	Maisonette	Brick		None	NOT_LIS	SLATE	Employed (Full time)	2001	0	150	100	250	1000	450	86	1	2	3	1	0	1	None	14	699.00	0.00	0	4
8110001909	8110001909	DLI60000000080	7	Owned	3	4	Maisonette	Maisonette	Brick		None	NOT_LIS	SLATE	Employed (Part time)	1873	0	150	100	250	1000	450	82	1	1	4	1	0	1	None	14	699.00	0.00	0	5
8110001917	8110001917	DLI60000000081	7	Owned	4	3	Maisonette	Maisonette	Brick		None	NOT_LIS	SLATE	Self-employed (full time)	1956	0	150	100	250	1000	450	47	1	1	3	1	0	1	None	14	699.00	0.00	0	1
8110001925	8110001925	DLI60000000082	7	Mortgaged	5+	2	Town House	Semi-Detached Town House	Brick		None	NOT_LIS	SLATE	Self-employed (part-time)	1990	1	150	100	250	1000	450	47	1	2	3	1	0	1	None	14	699.00	0.00	0	2
8110001933	8110001933	DLI60000000083	7	Owned	5+	3	Town House	Semi-Detached Town House	Brick		None	NOT_LIS	SLATE	Employed (Full time)	1991	1	150	100	250	1000	450	47	1	1	3	1	0	1	None	14	699.00	0.00	0	3
8110001941	8110001941	DLI60000000084	7	Mortgaged	2	2	Town House	End Terraced Town House	Brick		None	NOT_LIS	SLATE	Employed (Part time)	1992	0	150	100	250	1000	450	47	1	2	3	1	0	1	None	14	699.00	0.00	0	4
8110001958	8110001958	DLI60000000085	9	Owned	4	4	House	Mid Terraced House	Brick		None	NOT_LIS	SLATE	Self-employed (full time)	1993	0	150	100	250	1000	450	47	1	1	3	1	0	1	None	14	699.00	0.00	0	5
8110001966	8110001966	DLI60000000086	9	Mortgaged	5+	1	Town House	Mid Terraced Town House	Brick		None	NOT_LIS	SLATE	Self-employed (part-time)	1983	0	150	100	250	1000	450	44	1	1	3	1	0	1	None	14	699.00	0.00	0	1
8110001974	8110001974	DLI60000000087	7	Owned	2	4	Maisonette	Maisonette	Brick		None	NOT_LIS	SLATE	Employed (Part time)	2005	0	150	100	250	1000	450	47	1	1	3	1	0	1	None	14	699.00	0.00	0	3
8110001982	8110001982	DLI60000000088	7	Owned	4	4	Town House	End Terraced Town House	Brick		None	NOT_LIS	SLATE	Self-employed (full time)	1982	1	150	100	250	1000	450	47	1	1	3	1	0	1	None	14	699.00	0.00	0	4
8110001990	8110001990	DLI60000000089	7	Mortgaged	1	4	Town House	Mid Terraced Town House	Brick		None	NOT_LIS	SLATE	Self-employed (part-time)	1983	0	150	100	250	1000	450	47	1	1	3	1	0	1	None	14	699.00	0.00	0	5
8110002006	8110002006	DLI60000000090	7	Mortgaged	5+	1	House	End-Terraced House	Brick		None	NOT_LIS	SLATE	Employed (Full time)	1890	0	150	100	250	2000	450	47	1	2	3	1	0	1	None	14	699.00	0.00	0	1
8110002014	8110002014	DLI60000000091	7	Mortgaged	2		Town House	Semi-Detached Town House	Stone Construction		None	NOT_LIS	TILE	Self-employed (part-time)	2001	1	150	100	250	1000	450	47	1	1	3	1	0	1	None	14	699.00	0.00	0	5
8110002022	8110002022	DLI60000000092	7	Mortgaged	3		Maisonette	Maisonette	Stone Construction		None	NOT_LIS	TILE	Employed (Full time)	2002	0	150	100	250	1000	450	47	1	1	4	1	0	1	None	14	699.00	0.00	0	1
8110002030	8110002030	DLI60000000093	7	Mortgaged	3		Town House	Semi-Detached Town House	Stone Construction		None	NOT_LIS	TILE	Employed (Part time)	2003	0	150	100	250	1000	450	47	1	2	3	1	0	1	None	14	699.00	0.00	0	2
8110002048	8110002048	DLI60000000095	7	Mortgaged	2		House	Semi-Detached House	Stone Construction		None	NOT_LIS	TILE	Self-employed (part-time)	2005	0	150	100	250	1000	450	47	3	1	3	1	0	1	None	14	699.00	0.00	0	4
8110002055	8110002055	DLI60000000096	7	Mortgaged	3		House	Semi-Detached House	Stone Construction		None	NOT_LIS	TILE	Employed (Full time)	2006	1	150	100	250	1000	450	47	1	1	3	1	0	1	None	14	699.00	0.00	0	5
8110002063	8110002063	DLI60000000097	7	Owned	1		Maisonette	Maisonette	Stone Construction		None	NOT_LIS	TILE	Employed (Part time)	2007	0	150	100	250	1000	450	47	1	2	3	1	0	1	None	14	699.00	0.00	0	1
8110002071	8110002071	DLI60000000098	7	Mortgaged	5+		Maisonette	Maisonette	Stone Construction		None	NOT_LIS	TILE	Self-employed (full time)	2008	0	150	100	250	1000	450	47	1	2	3	1	0	1	None	14	699.00	0.00	0	2
8110002089	8110002089	DLI60000000094	7	Owned	5+		Town House	Semi-Detached Town House	Stone Construction		None	NOT_LIS	TILE	Self-employed (full time)	2004	0	150	100	250	1000	450	47	3	1	4	1	0	1	None	14	699.00	0.00	0	3
8110002097	8110002097	DLI60000000099	7	Owned	2		Maisonette	Maisonette	Stone Construction		None	NOT_LIS	TILE	Self-employed (part-time)	2009	1	150	100	250	1000	450	47	1	1	3	1	0	1	None	14	699.00	0.00	0	3
8110002105	8110002105	DLI60000000100	7	Owned	2		House	Mid Terraced House	Stone Construction		None	NOT_LIS	TILE	Employed (Part time)	2011	0	150	100	250	1000	450	46	1	1	3	1	0	1	None	14	699.00	0.00	0	5
8110002113	8110002113	DLI60000000101	7	Owned		4	Maisonette	Maisonette	Concrete		None	NOT_LIS	TILE	Self-employed (part-time)	2007	1	150	100	250	1000	450	45	3	2	3	1	0	1	None	14	699.00	0.00	0	5
8110002121	8110002121	DLI60000000102	7	Mortgaged		4	House	Link Detached House	Concrete		None	NOT_LIS	TILE	Employed (Full time)	2008	1	150	100	250	1000	450	45	1	2	3	1	0	1	None	14	699.00	0.00	0	1
8110002139	8110002139	DLI60000000103	7	Mortgaged		5+	Town House	Semi-Detached Town House	Concrete		None	NOT_LIS	TILE	Employed (Part time)	2009	0	150	100	250	1000	450	45	1	1	4	1	0	1	None	14	699.00	0.00	0	2
8110002147	8110002147	DLI60000000104	7	Mortgaged		1	Maisonette	Maisonette	Concrete		None	NOT_LIS	TILE	Self-employed (full time)	2010	1	150	100	250	1000	450	45	1	1	3	1	0	1	None	14	699.00	0.00	0	3
8110002154	8110002154	DLI60000000105	7	Mortgaged		2	Town House	End Terraced Town House	Concrete		None	NOT_LIS	SLATE	Self-employed (part-time)	2011	0	150	100	250	1000	450	45	1	2	3	1	0	1	None	14	699.00	0.00	0	4
8110002162	8110002162	DLI60000000106	7	Mortgaged		2	House	End-Terraced House	Concrete		None	NOT_LIS	SLATE	Employed (Part time)	2013	1	150	100	250	1000	450	45	1	1	4	1	0	1	None	14	699.00	0.00	0	1
8110002170	8110002170	DLI60000000107	7	Mortgaged		1	Maisonette	Maisonette	Concrete		None	NOT_LIS	SLATE	Self-employed (full time)	2014	1	150	100	250	1000	450	45	1	2	3	1	0	1	None	14	699.00	0.00	0	2
8110002188	8110002188	DLI60000000108	7	Owned		3	Maisonette	Maisonette	Concrete		None	NOT_LIS	SLATE	Self-employed (part-time)	2015	1	150	100	250	1000	450	45	1	2	3	1	0	1	None	14	699.00	0.00	0	3
8110002196	8110002196	DLI60000000109	7	Mortgaged		3	Maisonette	Maisonette	Concrete		None	NOT_LIS	SLATE	Employed (Full time)	1990	0	150	100	250	1000	450	45	3	1	3	1	0	1	None	14	699.00	0.00	0	4
8110002204	8110002204	DLI60000000110	7	Mortgaged	4	2	Maisonette	Maisonette	Concrete		None	NOT_LIS	SLATE	Employed (Part time)	1917	1	150	100	250	1000	450	47	1	2	3	1	0	1	None	14	699.00	0.00	0	5
8110002212	8110002212	DLI60000000111	7	Mortgaged	2	2	House	Detached House	Brick		None	NOT_LIS	TILE	Employed (Full time)	1998	1	150	100	250	1000	450	94	3	1	3	1	0	1	None	14	699.00	0.00	0	1
8110002220	8110002220	DLI60000000112	7	Owned	3	4	Town House	Mid Terraced Town House	Brick		None	NOT_LIS	SLATE	Employed (Part time)	1899	0	150	100	250	1000	450	91	3	1	3	1	0	1	None	14	699.00	0.00	0	2
8110002238	8110002238	DLI60000000113	7	Owned	4	2	Maisonette	Maisonette	Brick		None	NOT_LIS	SLATE	Self-employed (full time)	1888	1	150	100	250	1000	450	56	3	1	3	1	0	1	None	14	699.00	0.00	0	3
8110002246	8110002246	DLI60000000114	7	Owned	5+	1	Town House	Detached Town House	Brick		None	NOT_LIS	SLATE	Self-employed (part-time)	1979	0	150	100	250	2000	450	89	3	2	3	1	0	1	None	14	699.00	0.00	0	4
8110002253	8110002253	DLI60000000115	7	Owned	3	4	Maisonette	Maisonette	Brick		None	NOT_LIS	SLATE	Employed (Full time)	1873	1	150	100	250	1000	450	53	3	1	3	1	0	1	None	14	699.00	0.00	0	5
8110002261	8110002261	DLI60000000116	7	Mortgaged	2	4	Town House	Semi-Detached Town House	Brick		None	NOT_LIS	SLATE	Employed (Part time)	1874	0	150	100	250	1000	450	88	1	2	3	1	0	1	None	14	699.00	0.00	0	1
8110002279	8110002279	DLI60000000117	7	Owned	1	3	House	Semi-Detached House	Brick		None	NOT_LIS	SLATE	Self-employed (part-time)	2000	0	150	100	250	1000	450	80	1	1	3	1	0	1	None	14	699.00	0.00	0	3
8110002287	8110002287	DLI60000000118	7	Owned	2	3	Maisonette	Maisonette	Brick		None	NOT_LIS	SLATE	Employed (Full time)	2001	1	150	100	250	1000	450	86	1	2	3	1	0	1	None	14	699.00	0.00	0	4
8110002295	8110002295	DLI60000000119	7	Owned	3	4	Maisonette	Maisonette	Brick		None	NOT_LIS	SLATE	Employed (Part time)	1873	0	150	100	250	1000	450	82	1	1	4	1	0	1	None	14	699.00	0.00	0	5
8110002303	8110002303	DLI60000000121	7	Owned	4	3	Maisonette	Maisonette	Brick		None	NOT_LIS	SLATE	Self-employed (full time)	1956	0	150	100	250	1000	450	47	1	1	3	1	0	1	None	14	699.00	0.00	0	1
8110002311	8110002311	DLI60000000122	7	Mortgaged	5+	2	Town House	Semi-Detached Town House	Brick		None	NOT_LIS	SLATE	Self-employed (part-time)	1990	1	150	100	250	1000	450	47	1	2	3	1	0	1	None	14	699.00	0.00	0	2
8110002329	8110002329	DLI60000000123	7	Owned	5+	3	Town House	Semi-Detached Town House	Brick		None	NOT_LIS	SLATE	Employed (Full time)	1991	1	150	100	250	1000	450	47	1	1	3	1	0	1	None	14	699.00	0.00	0	3
8110002337	8110002337	DLI60000000124	7	Mortgaged	2	2	Town House	End Terraced Town House	Brick		None	NOT_LIS	SLATE	Employed (Part time)	1992	0	150	100	250	1000	450	47	1	2	3	1	0	1	None	14	699.00	0.00	0	4
8110002345	8110002345	DLI60000000125	7	Owned	4	4	House	Mid Terraced House	Brick		None	NOT_LIS	SLATE	Self-employed (full time)	1993	0	150	100	250	1000	450	47	1	1	3	1	0	1	None	14	699.00	0.00	0	5
8110002352	8110002352	DLI60000000126	7	Mortgaged	5+	1	Town House	Mid Terraced Town House	Brick		None	NOT_LIS	SLATE	Self-employed (part-time)	1983	0	150	100	250	1000	450	44	1	1	3	1	0	1	None	14	699.00	0.00	0	1
8110002360	8110002360	DLI60000000127	7	Owned	2	4	Maisonette	Maisonette	Brick		None	NOT_LIS	SLATE	Employed (Part time)	2005	1	150	100	250	1000	450	47	1	1	3	1	1	1	None	14	699.00	0.00	0	3
8110002378	8110002378	DLI60000000128	7	Owned	4	4	Town House	End Terraced Town House	Brick		None	NOT_LIS	SLATE	Self-employed (full time)	1982	1	150	100	250	1000	450	47	1	1	3	1	0	1	None	14	699.00	0.00	0	4
8110002386	8110002386	DLI60000000129	7	Mortgaged	1	4	Town House	Mid Terraced Town House	Brick		None	NOT_LIS	SLATE	Self-employed (part-time)	1983	0	150	100	250	1000	450	47	1	1	3	1	0	1	None	14	699.00	0.00	0	5
8110002394	8110002394	DLI60000000130	7	Mortgaged	5+	1	House	End-Terraced House	Brick		None	NOT_LIS	SLATE	Employed (Full time)	1890	0	150	100	250	2000	450	47	1	2	3	1	0	1	None	14	699.00	0.00	0	1
8110002402	8110002402	PRV60000000160	7	Mortgaged	2	2	House	Detached House	Brick		None	NOT_LIS	TILE	Employed (Full time)	1998	1	150	100	250	1000	550	94	1	1	4	1	0	1	None	14	699.00	0.00	0	1
8110002410	8110002410	DLI60000000131	7	Mortgaged	2		Town House	Semi-Detached Town House	Stone Construction		None	NOT_LIS	TILE	Self-employed (part-time)	2001	1	150	100	250	1000	450	47	1	1	3	1	0	1	None	14	699.00	0.00	0	5
8110002428	8110002428	PRV60000000161	7	Owned	3	4	Town House	Mid Terraced Town House	Brick		None	NOT_LIS	SLATE	Employed (Part time)	1899	1	150	100	250	1000	550	91	1	1	4	1	0	1	None	14	699.00	0.00	0	2
8110002436	8110002436	DLI60000000132	7	Mortgaged	3		Maisonette	Maisonette	Stone Construction		None	NOT_LIS	TILE	Employed (Full time)	2002	1	150	100	250	1000	450	47	1	1	4	1	0	1	None	14	699.00	0.00	0	1
8110002444	8110002444	DLI60000000133	7	Mortgaged	3		Town House	Semi-Detached Town House	Stone Construction		None	NOT_LIS	TILE	Employed (Part time)	2003	0	150	100	250	1000	450	47	1	2	3	1	0	1	None	14	699.00	0.00	0	2
