policy_number	accepts_policy_number	quote_persist_reference	policy_transaction_type_id	ownership	claim_free_year_buildings	claim_free_year_contents	property_type	property_sub_type	exterior_wall_type	property_built_era	flat_roof	listed_building	roof_type	employment_status	property_built_year	claims_history_count	voluntary_excess_amount	compulsory_excess_amount	policy_excess_amount	subsidence_excess_amount	escape_of_water_excess_amount	policyholder_age	accepts_coverage_product_id	preferred_payment_schedule_id	accepts_payment_schedule_id	contract_renewal_flag	floodre_ceded_flag	auto_renewal_intent_flag	flat_roof	cais_group_risk	credit_score	experian_point_of_quote_score	quote_to_inception_banding	no_of_bedrooms
	8090344436	CHU70000014683	2	Owned		1	House	Detached House	Concrete		0-50	NOT_LIS	CONCRETE	Not employed due to disability	2000		100	100	200	1000	450	36	3	1	3	0	0	0	0-50	14	699.00	0.00	2-5	3
	8090344485	CHU70000014637	2	Owned	1		Bungalow	Mid Terraced Bungalow	Brick		0-50	NOT_LIS	TILE	Unemployed	2000		100	100	200	1000	450	40	3	1	3	0	0	0	0-50	14	699.00	0.00	2-5	1
	8090344527	CHU70000014626	2	Owned		2	House	Semi-Detached House	Stone Construction		0-50	NOT_LIS	SLATE	Housewife/Househusband	2000		100	100	200	1000	450	51	3	2	3	0	0	0	0-50	14	699.00	0.00	2-5	2
	8090344543	CHU70000014621	2	Owned	1	1	Bungalow	Mid Terraced Bungalow	Brick		0-50	NOT_LIS	TILE	Retired	2000		100	100	200	1000	450	44	3	1	3	0	0	0	0-50	14	699.00	0.00	2-5	1
	8090344568	CHU70000014669	2	Owned	1	1	Bungalow	Mid Terraced Bungalow	Brick		0-25	NOT_LIS	TILE	Not employed due to disability	2000		100	100	200	1000	450	37	3	1	3	0	0	0	0-25	14	699.00	0.00	2-5	1
	8090344600	CHU70000014682	2	Owned	2		House	Semi-Detached House	Stone Construction		0-50	NOT_LIS	SLATE	Housewife/Househusband	2000		100	100	200	1000	450	49	3	2	3	0	0	0	0-50	14	699.00	0.00	2-5	2
	8090344634	CHU70000014653	2	Owned		1	Bungalow	Mid Terraced Bungalow	Brick		0-50	NOT_LIS	TILE	Full time education (student)	2000		100	100	200	1000	450	49	3	1	3	0	0	0	0-50	14	699.00	0.00	2-5	1
	8090344642	CHU70000014605	2	Owned		1	Bungalow	Mid Terraced Bungalow	Brick		0-25	NOT_LIS	TILE	Housewife/Househusband	2000		100	100	200	1000	450	47	3	1	3	0	0	0	0-25	14	699.00	0.00	2-5	1
	8090344675	CHU70000014724	2	Owned	2		House	Mid Terraced House	Timber Frame with Brick Walls		0-25	NOT_LIS	ASPHALT	Housewife/Househusband	2000		100	100	200	1000	450	49	3	2	3	0	0	0	0-25	14	699.00	0.00	2-5	4
	8090344691	CHU70000014727	2	Owned	1		House	Detached House	Concrete		0-50	NOT_LIS	CONCRETE	Self-employed (full time)	2000		100	100	200	1000	450	46	3	1	3	0	0	0	0-50	14	699.00	0.00	2-5	3
	8090344717	CHU70000014670	2	Owned	2		House	Semi-Detached House	Stone Construction		0-25	NOT_LIS	SLATE	Retired	2000		100	100	200	1000	450	40	3	2	3	0	0	0	0-25	14	699.00	0.00	2-5	2
	8090344733	CHU70000014631	2	Owned	1		House	Detached House	Concrete		0-50	NOT_LIS	CONCRETE	Employed (Full time)	2000		100	100	200	1000	450	39	3	1	3	0	0	0	0-50	14	699.00	0.00	2-5	3
	8090344758	CHU70000014680	2	Owned		2	House	Mid Terraced House	Timber Frame with Brick Walls		0-25	NOT_LIS	ASPHALT	Employed (Full time)	2000		100	100	200	1000	450	34	3	2	3	0	0	0	0-25	14	699.00	0.00	2-5	4
	8090344907	CHU70000014642	2	Owned	2	2	House	Semi-Detached House	Stone Construction		0-50	NOT_LIS	SLATE	Retired	2000		100	100	200	1000	450	39	3	2	3	0	0	0	0-50	14	699.00	0.00	2-5	2
	8090344915	CHU70000014609	2	Owned	1	1	Bungalow	Mid Terraced Bungalow	Brick		0-25	NOT_LIS	TILE	Unemployed	2000		100	100	200	1000	450	46	3	1	3	0	0	0	0-25	14	699.00	0.00	2-5	1
	8090344923	CHU70000014731	2	Owned		1	House	Detached House	Concrete		0-50	NOT_LIS	CONCRETE	Housewife/Househusband	2000		100	100	200	1000	450	45	3	1	3	0	0	0	0-50	14	699.00	0.00	2-5	3
	8090344931	CHU70000014647	2	Owned		1	House	Detached House	Concrete		0-50	NOT_LIS	CONCRETE	Housewife/Househusband	2000		100	100	200	1000	450	50	3	1	3	0	0	0	0-50	14	699.00	0.00	2-5	3
	8090344949	CHU70000014649	2	Owned	1		Bungalow	Mid Terraced Bungalow	Brick		0-25	NOT_LIS	TILE	Retired	2000		100	100	200	1000	450	44	3	1	3	0	0	0	0-25	14	699.00	0.00	2-5	1
	8090344964	CHU70000014589	2	Owned	1		Bungalow	Mid Terraced Bungalow	Brick		0-25	NOT_LIS	TILE	Employed (Full time)	2000		100	100	200	1000	450	40	1	1	3	0	0	0	0-25	14	699.00	0.00	2-5	1
	8090344972	CHU70000014644	2	Owned		2	House	Mid Terraced House	Timber Frame with Brick Walls		0-25	NOT_LIS	ASPHALT	Unemployed	2000		100	100	200	1000	450	52	1	2	3	0	0	0	0-25	14	699.00	0.00	2-5	4
	8090344980	CHU70000014728	2	Owned		2	House	Mid Terraced House	Timber Frame with Brick Walls		0-50	NOT_LIS	ASPHALT	Unemployed	2000		100	100	200	1000	450	46	1	2	3	0	0	0	0-50	14	699.00	0.00	2-5	4
	8090344998	CHU70000014625	2	Owned	1		Bungalow	Mid Terraced Bungalow	Brick		0-25	NOT_LIS	TILE	Full time education (student)	2000		100	100	200	1000	450	45	1	1	3	0	0	0	0-25	14	699.00	0.00	2-5	1
	8090345003	CHU70000014692	2	Owned		2	House	Mid Terraced House	Timber Frame with Brick Walls		0-50	NOT_LIS	ASPHALT	Self-employed (full time)	2000		100	100	200	1000	450	50	1	2	3	0	0	0	0-50	14	699.00	0.00	2-5	4
	8090345011	CHU70000014697	2	Owned	1		Bungalow	Mid Terraced Bungalow	Brick		0-50	NOT_LIS	TILE	Not employed due to disability	2000		100	100	200	1000	450	46	1	1	3	0	0	0	0-50	14	699.00	0.00	2-5	1
	8090345045	CHU70000014622	2	Owned	2		House	Semi-Detached House	Stone Construction		0-50	NOT_LIS	SLATE	Self-employed (full time)	2000		100	100	200	1000	450	39	1	2	3	0	0	0	0-50	14	699.00	0.00	2-5	2
	8090345060	CHU70000014739	2	Owned	1		Bungalow	Mid Terraced Bungalow	Brick		0-25	NOT_LIS	TILE	Employed (Full time)	2000		100	100	200	1000	450	39	1	1	3	0	0	0	0-25	14	699.00	0.00	2-5	1
	8090345078	CHU70000014688	2	Owned	2		House	Mid Terraced House	Timber Frame with Brick Walls		0-50	NOT_LIS	ASPHALT	Full time education (student)	2000		100	100	200	1000	450	50	1	2	3	0	0	0	0-50	14	699.00	0.00	2-5	4
	8090345086	CHU70000014616	2	Owned	2		House	Mid Terraced House	Timber Frame with Brick Walls		0-50	NOT_LIS	ASPHALT	Unemployed	2000		100	100	200	1000	450	40	1	2	3	0	0	0	0-50	14	699.00	0.00	2-5	4
	8090345094	CHU70000014721	2	Owned	1		Bungalow	Mid Terraced Bungalow	Brick		0-50	NOT_LIS	TILE	Unemployed	2000		100	100	200	1000	450	42	1	1	3	0	0	0	0-50	14	699.00	0.00	2-5	1
	8090345102	CHU70000014643	2	Owned	1		House	Detached House	Concrete		0-50	NOT_LIS	CONCRETE	Self-employed (full time)	2000		100	100	200	1000	450	40	1	1	3	0	0	0	0-50	14	699.00	0.00	2-5	3
	8090345128	CHU70000014615	2	Owned	1	1	House	Detached House	Concrete		0-25	NOT_LIS	CONCRETE	Self-employed (full time)	2000		100	100	200	1000	450	50	1	1	3	0	0	0	0-25	14	699.00	0.00	2-5	3
	8090345136	CHU70000014667	2	Owned	1		House	Detached House	Concrete		0-50	NOT_LIS	CONCRETE	Full time education (student)	2000		100	100	200	1000	450	48	1	1	3	0	0	0	0-50	14	699.00	0.00	2-5	3
	8090345144	CHU70000014599	2	Owned		1	House	Detached House	Concrete		0-25	NOT_LIS	CONCRETE	Not employed due to disability	2000		100	100	200	1000	450	34	1	1	3	0	0	0	0-25	14	699.00	0.00	2-5	3
	8090345151	CHU70000014645	2	Owned	1	1	Bungalow	Mid Terraced Bungalow	Brick		0-25	NOT_LIS	TILE	Employed (Full time)	2000		100	100	200	1000	450	51	1	1	3	0	0	0	0-25	14	699.00	0.00	2-5	1
	8090345169	CHU70000014681	2	Owned	1	1	Bungalow	Mid Terraced Bungalow	Brick		0-50	NOT_LIS	TILE	Full time education (student)	2000		100	100	200	1000	450	46	1	1	3	0	0	0	0-50	14	699.00	0.00	2-5	1
	8090345177	CHU70000014737	2	Owned		1	Bungalow	Mid Terraced Bungalow	Brick		0-50	NOT_LIS	TILE	Full time education (student)	2000		100	100	200	1000	450	45	1	1	3	0	0	0	0-50	14	699.00	0.00	2-5	1
	8090345185	CHU70000014736	2	Owned	2		House	Mid Terraced House	Timber Frame with Brick Walls		0-50	NOT_LIS	ASPHALT	Employed (Full time)	2000		100	100	200	1000	450	34	1	2	3	0	0	0	0-50	14	699.00	0.00	2-5	4
	8090345193	CHU70000014714	2	Owned	2	2	House	Semi-Detached House	Stone Construction		0-25	NOT_LIS	SLATE	Unemployed	2000		100	100	200	1000	450	52	1	2	3	0	0	0	0-25	14	699.00	0.00	2-5	2
	8090345201	CHU70000014590	2	Owned		2	House	Semi-Detached House	Stone Construction		0-25	NOT_LIS	SLATE	Full time education (student)	2000		100	100	200	1000	450	36	1	2	3	0	0	0	0-25	14	699.00	0.00	2-5	2
	8090345227	CHU70000014733	2	Owned	1		Bungalow	Mid Terraced Bungalow	Brick		0-50	NOT_LIS	TILE	Retired	2000		100	100	200	1000	450	47	1	1	3	0	0	0	0-50	14	699.00	0.00	2-5	1
	8090345235	CHU70000014719	2	Owned		1	House	Detached House	Concrete		0-25	NOT_LIS	CONCRETE	Retired	2000		100	100	200	1000	450	48	1	1	3	0	0	0	0-25	14	699.00	0.00	2-5	3
	8090345243	CHU70000014713	2	Owned		1	Bungalow	Mid Terraced Bungalow	Brick		0-50	NOT_LIS	TILE	Self-employed (full time)	2000		100	100	200	1000	450	34	1	1	3	0	0	0	0-50	14	699.00	0.00	2-5	1
	8090345268	CHU70000014632	2	Owned		2	House	Mid Terraced House	Timber Frame with Brick Walls		0-50	NOT_LIS	ASPHALT	Full time education (student)	2000		100	100	200	1000	450	44	1	2	3	0	0	0	0-50	14	699.00	0.00	2-5	4
	8090345276	CHU70000014657	2	Owned	1	1	Bungalow	Mid Terraced Bungalow	Brick		0-50	NOT_LIS	TILE	Self-employed (full time)	2000		100	100	200	1000	450	54	1	1	3	0	0	0	0-50	14	699.00	0.00	2-5	1
	8090345292	CHU70000014635	2	Owned		1	House	Detached House	Concrete		0-25	NOT_LIS	CONCRETE	Retired	2000		100	100	200	1000	450	41	1	1	3	0	0	0	0-25	14	699.00	0.00	2-5	3
	8090345300	CHU70000014693	2	Owned	1	1	Bungalow	Mid Terraced Bungalow	Brick		0-50	NOT_LIS	TILE	Unemployed	2000		100	100	200	1000	450	35	1	1	3	0	0	0	0-50	14	699.00	0.00	2-5	1
	8090345318	CHU70000014778	2	Owned	1		Bungalow	Mid Terraced Bungalow	Brick		0-25	NOT_LIS	TILE	Employed (Full time)	2000		100	100	200	1000	450	47	1	1	3	0	0	0	0-25	14	699.00	0.00	2-5	1
	8090345326	CHU70000014591	2	Owned	1	1	House	Detached House	Concrete		0-50	NOT_LIS	CONCRETE	Housewife/Househusband	2000		100	100	200	1000	450	37	1	1	3	0	0	0	0-50	14	699.00	0.00	2-5	3
	8090345359	CHU70000014710	2	Owned		2	House	Semi-Detached House	Stone Construction		0-25	NOT_LIS	SLATE	Housewife/Househusband	2000		100	100	200	1000	450	44	1	2	3	0	0	0	0-25	14	699.00	0.00	2-5	2
	8090345383	CHU70000014664	2	Owned	2		House	Mid Terraced House	Timber Frame with Brick Walls		0-25	NOT_LIS	ASPHALT	Self-employed (full time)	2000		100	100	200	1000	450	35	1	2	3	0	0	0	0-25	14	699.00	0.00	2-5	4
	8090345391	CHU70000014694	2	Owned	2		House	Semi-Detached House	Stone Construction		0-25	NOT_LIS	SLATE	Employed (Full time)	2000		100	100	200	1000	450	51	1	2	3	0	0	0	0-25	14	699.00	0.00	2-5	2
	8090345409	CHU70000014709	2	Owned	1		Bungalow	Mid Terraced Bungalow	Brick		0-25	NOT_LIS	TILE	Full time education (student)	2000		100	100	200	1000	450	49	1	1	3	0	0	0	0-25	14	699.00	0.00	2-5	1
	8090345425	CHU70000014674	2	Owned		2	House	Semi-Detached House	Stone Construction		0-25	NOT_LIS	SLATE	Full time education (student)	2000		100	100	200	1000	450	34	1	2	3	0	0	0	0-25	14	699.00	0.00	2-5	2
	8090345433	CHU70000014668	2	Owned		2	House	Mid Terraced House	Timber Frame with Brick Walls		0-50	NOT_LIS	ASPHALT	Housewife/Househusband	2000		100	100	200	1000	450	34	1	2	3	0	0	0	0-50	14	699.00	0.00	2-5	4
	8090345458	CHU70000014607	2	Owned	1		House	Detached House	Concrete		0-50	NOT_LIS	CONCRETE	Retired	2000		100	100	200	1000	450	39	1	1	3	0	0	0	0-50	14	699.00	0.00	2-5	3
	8090345474	CHU70000014704	2	Owned		2	House	Mid Terraced House	Timber Frame with Brick Walls		0-25	NOT_LIS	ASPHALT	Not employed due to disability	2000		100	100	200	1000	450	38	1	2	3	0	0	0	0-25	14	699.00	0.00	2-5	4
	8090345482	CHU70000014594	2	Owned	2	2	House	Semi-Detached House	Stone Construction		0-25	NOT_LIS	SLATE	Self-employed (full time)	2000		100	100	200	1000	450	41	1	2	3	0	0	0	0-25	14	699.00	0.00	2-5	2
	8090345490	CHU70000014666	2	Owned	2	2	House	Semi-Detached House	Stone Construction		0-50	NOT_LIS	SLATE	Employed (Full time)	2000		100	100	200	1000	450	46	1	2	3	0	0	0	0-50	14	699.00	0.00	2-5	2
	8090345508	CHU70000014672	2	Owned	2	2	House	Mid Terraced House	Timber Frame with Brick Walls		0-50	NOT_LIS	ASPHALT	Unemployed	2000		100	100	200	1000	450	35	1	2	3	0	0	0	0-50	14	699.00	0.00	2-5	4
	8090345516	CHU70000014738	2	Owned	2	2	House	Semi-Detached House	Stone Construction		0-50	NOT_LIS	SLATE	Housewife/Househusband	2000		100	100	200	1000	450	38	1	2	3	0	0	0	0-50	14	699.00	0.00	2-5	2
	8090345532	CHU70000014698	2	Owned		2	House	Semi-Detached House	Stone Construction		0-50	NOT_LIS	SLATE	Retired	2000		100	100	200	1000	450	40	1	2	3	0	0	0	0-50	14	699.00	0.00	2-5	2
	8090345557	CHU70000014715	2	Owned	1		House	Detached House	Concrete		0-25	NOT_LIS	CONCRETE	Employed (Full time)	2000		100	100	200	1000	450	43	1	1	3	0	0	0	0-25	14	699.00	0.00	2-5	3
	8090345565	CHU70000014677	2	Owned		1	Bungalow	Mid Terraced Bungalow	Brick		0-50	NOT_LIS	TILE	Retired	2000		100	100	200	1000	450	45	1	1	3	0	0	0	0-50	14	699.00	0.00	2-5	1
	8090345581	CHU70000014691	2	Owned	1		House	Detached House	Concrete		0-50	NOT_LIS	CONCRETE	Retired	2000		100	100	200	1000	450	37	1	1	3	0	0	0	0-50	14	699.00	0.00	2-5	3
	8090345599	CHU70000014703	2	Owned	1		House	Detached House	Concrete		0-50	NOT_LIS	CONCRETE	Housewife/Househusband	2000		100	100	200	1000	450	43	1	1	3	0	0	0	0-50	14	699.00	0.00	2-5	3
	8090345607	CHU70000014700	2	Owned	2		House	Mid Terraced House	Timber Frame with Brick Walls		0-25	NOT_LIS	ASPHALT	Unemployed	2000		100	100	200	1000	450	36	1	2	3	0	0	0	0-25	14	699.00	0.00	2-5	4
	8090345615	CHU70000014732	2	Owned	2	2	House	Mid Terraced House	Timber Frame with Brick Walls		0-50	NOT_LIS	ASPHALT	Not employed due to disability	2000		100	100	200	1000	450	48	1	2	3	0	0	0	0-50	14	699.00	0.00	2-5	4
	8090345623	CHU70000014661	2	Owned	1		Bungalow	Mid Terraced Bungalow	Brick		0-50	NOT_LIS	TILE	Housewife/Househusband	2000		100	100	200	1000	450	41	1	1	3	0	0	0	0-50	14	699.00	0.00	2-5	1
	8090345631	CHU70000014711	2	Owned	1	1	House	Detached House	Concrete		0-50	NOT_LIS	CONCRETE	Not employed due to disability	2000		100	100	200	1000	450	36	1	1	3	0	0	0	0-50	14	699.00	0.00	2-5	3
	8090345649	CHU70000014655	2	Owned	1		House	Detached House	Concrete		0-25	NOT_LIS	CONCRETE	Not employed due to disability	2000		100	100	200	1000	450	44	1	1	3	0	0	0	0-25	14	699.00	0.00	2-5	3
	8090345672	CHU70000014627	2	Owned	1	1	House	Detached House	Concrete		0-50	NOT_LIS	CONCRETE	Not employed due to disability	2000		100	100	200	1000	450	38	1	1	3	0	0	0	0-50	14	699.00	0.00	2-5	3
	8090345680	CHU70000014696	2	Owned	2	2	House	Mid Terraced House	Timber Frame with Brick Walls		0-50	NOT_LIS	ASPHALT	Housewife/Househusband	2000		100	100	200	1000	450	46	1	2	3	0	0	0	0-50	14	699.00	0.00	2-5	4
	8090345698	CHU70000014610	2	Owned	2		House	Semi-Detached House	Stone Construction		0-25	NOT_LIS	SLATE	Employed (Full time)	2000		100	100	200	1000	450	37	1	2	3	0	0	0	0-25	14	699.00	0.00	2-5	2
	8090345706	CHU70000014612	2	Owned	2	2	House	Mid Terraced House	Timber Frame with Brick Walls		0-50	NOT_LIS	ASPHALT	Housewife/Househusband	2000		100	100	200	1000	450	39	1	2	3	0	0	0	0-50	14	699.00	0.00	2-5	4
	8090345730	CHU70000014601	2	Owned	1		Bungalow	Mid Terraced Bungalow	Brick		0-50	NOT_LIS	TILE	Self-employed (full time)	2000		100	100	200	1000	450	37	1	1	3	0	0	0	0-50	14	699.00	0.00	2-5	1
	8090345748	CHU70000014695	2	Owned		1	House	Detached House	Concrete		0-25	NOT_LIS	CONCRETE	Full time education (student)	2000		100	100	200	1000	450	49	1	1	3	0	0	0	0-25	14	699.00	0.00	2-5	3
	8090345755	CHU70000014712	2	Owned	2		House	Mid Terraced House	Timber Frame with Brick Walls		0-50	NOT_LIS	ASPHALT	Retired	2000		100	100	200	1000	450	44	1	2	3	0	0	0	0-50	14	699.00	0.00	2-5	4
	8090345763	CHU70000014604	2	Owned	2		House	Mid Terraced House	Timber Frame with Brick Walls		0-25	NOT_LIS	ASPHALT	Full time education (student)	2000		100	100	200	1000	450	52	1	2	3	0	0	0	0-25	14	699.00	0.00	2-5	4
	8090345771	CHU70000014608	2	Owned		2	House	Mid Terraced House	Timber Frame with Brick Walls		0-50	NOT_LIS	ASPHALT	Self-employed (full time)	2000		100	100	200	1000	450	45	1	2	3	0	0	0	0-50	14	699.00	0.00	2-5	4
	8090345789	CHU70000014740	2	Owned		2	House	Semi-Detached House	Stone Construction		0-25	NOT_LIS	SLATE	Full time education (student)	2000		100	100	200	1000	450	39	1	2	3	0	0	0	0-25	14	699.00	0.00	2-5	2
	8090345797	CHU70000014634	2	Owned	2		House	Semi-Detached House	Stone Construction		0-25	NOT_LIS	SLATE	Not employed due to disability	2000		100	100	200	1000	450	35	1	2	3	0	0	0	0-25	14	699.00	0.00	2-5	2
	8090345805	CHU70000014717	2	Owned	1	1	Bungalow	Mid Terraced Bungalow	Brick		0-50	NOT_LIS	TILE	Housewife/Househusband	2000		100	100	200	1000	450	45	1	1	3	0	0	0	0-50	14	699.00	0.00	2-5	1
	8090345813	CHU70000014659	2	Owned		1	House	Detached House	Concrete		0-25	NOT_LIS	CONCRETE	Employed (Full time)	2000		100	100	200	1000	450	53	1	1	3	0	0	0	0-25	14	699.00	0.00	2-5	3
	8090345821	CHU70000014706	2	Owned	2		House	Semi-Detached House	Stone Construction		0-50	NOT_LIS	SLATE	Self-employed (full time)	2000		100	100	200	1000	450	53	1	2	3	0	0	0	0-50	14	699.00	0.00	2-5	2
	8090345839	CHU70000014651	2	Owned	1	1	House	Detached House	Concrete		0-50	NOT_LIS	CONCRETE	Unemployed	2000		100	100	200	1000	450	36	1	1	3	0	0	0	0-50	14	699.00	0.00	2-5	3
	8090345847	CHU70000014707	2	Owned		1	House	Detached House	Concrete		0-50	NOT_LIS	CONCRETE	Unemployed	2000		100	100	200	1000	450	52	1	1	3	0	0	0	0-50	14	699.00	0.00	2-5	3
	8090345854	CHU70000014602	2	Owned		2	House	Semi-Detached House	Stone Construction		0-50	NOT_LIS	SLATE	Unemployed	2000		100	100	200	1000	450	35	1	2	3	0	0	0	0-50	14	699.00	0.00	2-5	2
	8090345862	CHU70000014679	2	Owned	1		House	Detached House	Concrete		0-25	NOT_LIS	CONCRETE	Unemployed	2000		100	100	200	1000	450	47	1	1	3	0	0	0	0-25	14	699.00	0.00	2-5	3
	8090345870	CHU70000014618	2	Owned	2	2	House	Semi-Detached House	Stone Construction		0-50	NOT_LIS	SLATE	Full time education (student)	2000		100	100	200	1000	450	47	1	2	3	0	0	0	0-50	14	699.00	0.00	2-5	2
	8090345896	CHU70000014592	2	Owned	2		House	Mid Terraced House	Timber Frame with Brick Walls		0-50	NOT_LIS	ASPHALT	Not employed due to disability	2000		100	100	200	1000	450	53	1	2	3	0	0	0	0-50	14	699.00	0.00	2-5	4
	8090345904	CHU70000014701	2	Owned		1	Bungalow	Mid Terraced Bungalow	Brick		0-50	NOT_LIS	TILE	Employed (Full time)	2000		100	100	200	1000	450	51	1	1	3	0	0	0	0-50	14	699.00	0.00	2-5	1
	8090345912	CHU70000014675	2	Owned	1	1	House	Detached House	Concrete		0-25	NOT_LIS	CONCRETE	Housewife/Househusband	2000		100	100	200	1000	450	34	1	1	3	0	0	0	0-25	14	699.00	0.00	2-5	3
	8090345920	CHU70000014617	2	Owned		1	Bungalow	Mid Terraced Bungalow	Brick		0-50	NOT_LIS	TILE	Employed (Full time)	2000		100	100	200	1000	450	51	1	1	3	0	0	0	0-50	14	699.00	0.00	2-5	1
