policy_number	accepts_policy_number	quote_persist_reference	policy_transaction_type_id	ownership	claim_free_year_buildings	claim_free_year_contents	property_type	property_sub_type	exterior_wall_type	property_built_era	flat_roof	listed_building	roof_type	employment_status	property_built_year	claims_history_count	voluntary_excess_amount	compulsory_excess_amount	policy_excess_amount	subsidence_excess_amount	escape_of_water_excess_amount	policyholder_age	accepts_coverage_product_id	preferred_payment_schedule_id	accepts_payment_schedule_id	contract_renewal_flag	floodre_ceded_flag	auto_renewal_intent_flag	flat_roof	cais_group_risk	credit_score	experian_point_of_quote_score	quote_to_inception_banding	no_of_bedrooms
	8090498836	NAT60000002406	2	Rented - Private			House	Semi-Detached House	Stone Construction		0-50	GRA1	SLATE	Employed (Full time)	2010	1	300	50	350	1000	450	40	1	-2	3	0	0	1	0-50	14	699.00	0.00	0	2
	8090498844	ULS60000000683	2	Rented - Private			House	Semi-Detached House	Stone Construction		0-50	GRA1	SLATE	Employed (Full time)	2010	1	300	50	350	1000	450	43	1	-2	3	0	0	1	0-50	14	699.00	0.00	0	2
	8090498851	NAT60000002407	2	Rented - Private			House	Semi-Detached House	Stone Construction		0-50	GRA1	SLATE	Employed (Full time)	2010	1	300	50	350	1000	450	38	1	-2	3	0	0	1	0-50	14	699.00	0.00	0	2
	8090498869	ULS60000000684	2	Rented - Private			House	Semi-Detached House	Stone Construction		0-50	GRA1	SLATE	Employed (Full time)	2010	1	300	50	350	1000	450	30	1	-2	3	0	0	1	0-50	14	699.00	0.00	0	2
	8090498877	ULS60000000685	2	Rented - Private			House	Semi-Detached House	Stone Construction		0-50	GRA1	SLATE	Employed (Full time)	2010	1	300	50	350	1000	450	26	1	-2	3	0	0	1	0-50	14	699.00	0.00	0	2
	8090498885	ULS60000000688	2	Rented - Private			House	Semi-Detached House	Stone Construction		0-50	GRA1	SLATE	Employed (Full time)	2010	1	300	50	350	1000	450	40	1	-2	3	0	0	1	0-50	14			0	2
	8090498893	ULS60000000686	2	Rented - Private			House	Semi-Detached House	Stone Construction		0-50	GRA1	SLATE	Employed (Full time)	2010	1	0	50	50	1000	450	44	1	-2	3	0	0	1	0-50	14			0	2
	8090498901	ULS60000000687	2	Owned			Bungalow	Detached Bungalow	Brick		0-50	GRA1	TILE	Employed (Part time)	2010	0	0	50	50	1000	450	31	1	-2	3	0	0	1	0-50	14			0	2
	8090498919	ULS60000000689	2	Rented - Private			House	Semi-Detached House	Stone Construction		0-50	GRA1	SLATE	Employed (Full time)	2010	1	300	50	350	1000	450	27	1	-2	3	0	0	1	0-50	14	699.00	0.00	0	2
	8090498927	ULS60000000692	2	Rented - Private			House	Semi-Detached House	Stone Construction		0-50	GRA1	SLATE	Employed (Full time)	2010	1	300	50	350	1000	450	25	1	-2	3	0	0	1	0-50	14	699.00	0.00	0	2
	8090498935	ULS60000000690	2	Rented - Private			House	Semi-Detached House	Stone Construction		0-50	GRA1	SLATE	Employed (Full time)	2010	1	0	50	50	1000	450	33	1	-2	3	0	0	1	0-50	14	699.00	0.00	0	2
	8090498943	ULS60000000693	2	Rented - Private			House	Semi-Detached House	Stone Construction		0-50	GRA1	SLATE	Employed (Full time)	2010	1	300	50	350	1000	450	34	1	-2	3	0	0	1	0-50	14			0	2
	8090498950	ULS60000000691	2	Owned			Bungalow	Detached Bungalow	Brick		0-50	GRA1	TILE	Employed (Part time)	2010	0	0	50	50	1000	450	24	1	-2	3	0	0	1	0-50	14	699.00	0.00	0	2
	8090498968	ULS60000000694	2	Rented - Private			House	Semi-Detached House	Stone Construction		0-50	GRA1	SLATE	Employed (Full time)	2010	1	300	50	350	1000	450	33	1	-2	3	0	0	1	0-50	14			0	2
	8090498976	ULS60000000697	2	Rented - Private			House	Semi-Detached House	Stone Construction		0-50	GRA1	SLATE	Employed (Full time)	2010	1	300	50	350	1000	450	30	1	-2	3	0	0	1	0-50	14	699.00	0.00	0	2
	8090498984	ULS60000000695	2	Rented - Private			House	Semi-Detached House	Stone Construction		0-50	GRA1	SLATE	Employed (Full time)	2010	1	0	50	50	1000	450	32	1	-2	3	0	0	1	0-50	14			0	2
	8090498992	ULS60000000696	2	Owned			Bungalow	Detached Bungalow	Brick		0-50	GRA1	TILE	Employed (Part time)	2010	0	0	50	50	1000	450	38	1	-2	3	0	0	1	0-50	14			0	2
	8090499008	ULS60000000698	2	Rented - Private			House	Semi-Detached House	Stone Construction		0-50	GRA1	SLATE	Employed (Full time)	2010	1	300	50	350	1000	450	26	1	-2	3	0	0	1	0-50	14	699.00	0.00	0	2
	8090499016	ULS60000000699	2	Rented - Private			House	Semi-Detached House	Stone Construction		0-50	GRA1	SLATE	Employed (Full time)	2010	1	0	50	50	1000	450	37	1	-2	3	0	0	1	0-50	14			0	2
	8090499024	ULS60000000700	2	Owned			Bungalow	Detached Bungalow	Brick		0-50	GRA1	TILE	Employed (Part time)	2010	0	0	50	50	1000	450	38	1	-2	3	0	0	1	0-50	14			0	2
	8090499032	ULS60000000701	2	Rented - Private			House	Semi-Detached House	Stone Construction		0-50	GRA1	SLATE	Employed (Full time)	2010	1	300	50	350	1000	450	26	1	-2	3	0	0	1	0-50	14			0	2
	8090499040	ULS60000000704	2	Rented - Private			House	Semi-Detached House	Stone Construction		0-50	GRA1	SLATE	Employed (Full time)	2010	1	300	50	350	1000	450	44	1	-2	3	0	0	1	0-50	14	699.00	0.00	0	2
	8090499057	ULS60000000702	2	Rented - Private			House	Semi-Detached House	Stone Construction		0-50	GRA1	SLATE	Employed (Full time)	2010	1	0	50	50	1000	450	42	1	-2	3	0	0	1	0-50	14	699.00	0.00	0	2
	8090499065	ULS60000000703	2	Owned			Bungalow	Detached Bungalow	Brick		0-50	GRA1	TILE	Employed (Part time)	2010	0	0	50	50	1000	450	33	1	-2	3	0	0	1	0-50	14			0	2
	8090499073	ULS60000000705	2	Rented - Private			House	Semi-Detached House	Stone Construction		0-50	GRA1	SLATE	Employed (Full time)	2010	1	300	50	350	1000	450	28	1	-2	3	0	0	1	0-50	14	699.00	0.00	0	2
	8090499081	ULS60000000706	2	Rented - Private			House	Semi-Detached House	Stone Construction		0-50	GRA1	SLATE	Employed (Full time)	2010	1	300	50	350	1000	450	27	1	-2	3	0	0	1	0-50	14	699.00	0.00	0	2
	8090499099	ULS60000000709	2	Rented - Private			House	Semi-Detached House	Stone Construction		0-50	GRA1	SLATE	Employed (Full time)	2010	1	300	50	350	1000	450	37	1	-2	3	0	0	1	0-50	14			0	2
	8090499107	ULS60000000707	2	Rented - Private			House	Semi-Detached House	Stone Construction		0-50	GRA1	SLATE	Employed (Full time)	2010	1	0	50	50	1000	450	26	1	-2	3	0	0	1	0-50	14			0	2
	8090499115	ULS60000000708	2	Owned			Bungalow	Detached Bungalow	Brick		0-50	GRA1	TILE	Employed (Part time)	2010	0	0	50	50	1000	450	27	1	-2	3	0	0	1	0-50	14	699.00	0.00	0	2
	8090499123	ULS60000000710	2	Rented - Private			House	Semi-Detached House	Stone Construction		0-50	GRA1	SLATE	Employed (Full time)	2010	1	300	50	350	1000	450	32	1	-2	3	0	0	1	0-50	14	699.00	0.00	0	2
	8090499149	ULS60000000711	2	Rented - Private			House	Semi-Detached House	Stone Construction		0-50	GRA1	SLATE	Employed (Full time)	2010	1	300	50	350	1000	450	40	1	-2	3	0	0	1	0-50	14	699.00	0.00	0	2
	8090499156	ULS60000000714	2	Rented - Private			House	Semi-Detached House	Stone Construction		0-50	GRA1	SLATE	Employed (Full time)	2010	1	300	50	350	1000	450	43	1	-2	3	0	0	1	0-50	14			0	2
	8090499164	ULS60000000717	2	Rented - Private			House	Semi-Detached House	Stone Construction		0-50	GRA1	SLATE	Employed (Full time)	2010	1	300	50	350	1000	450	44	1	-2	3	0	0	1	0-50	14			0	2
	8090499172	ULS60000000715	2	Rented - Private			House	Semi-Detached House	Stone Construction		0-50	GRA1	SLATE	Employed (Full time)	2010	1	0	50	50	1000	450	44	1	-2	3	0	0	1	0-50	14	699.00	0.00	0	2
	8090499180	ULS60000000716	2	Owned			Bungalow	Detached Bungalow	Brick		0-50	GRA1	TILE	Employed (Part time)	2010	0	0	50	50	1000	450	33	1	-2	3	0	0	1	0-50	14	699.00	0.00	0	2
	8090499206	ULS60000000719	2	Rented - Private			House	Semi-Detached House	Stone Construction		0-50	GRA1	SLATE	Employed (Full time)	2010	1	300	50	350	1000	450	26	1	-2	3	0	0	1	0-50	14	699.00	0.00	0	2
	8090499214	ULS60000000718	2	Rented - Private			House	Semi-Detached House	Stone Construction		0-50	GRA1	SLATE	Employed (Full time)	2010	1	0	50	50	1000	450	36	1	-2	3	0	0	1	0-50	14	699.00	0.00	0	2
	8090499230	ULS60000000720	2	Owned			Bungalow	Detached Bungalow	Brick		0-50	GRA1	TILE	Employed (Part time)	2010	0	0	50	50	1000	450	24	1	-2	3	0	0	1	0-50	14	699.00	0.00	0	2
	8090499248	ULS60000000721	2	Rented - Private			House	Semi-Detached House	Stone Construction		0-50	GRA1	SLATE	Employed (Full time)	2010	1	300	50	350	1000	450	28	1	-2	3	0	0	1	0-50	14	699.00	0.00	0	2
	8090499255	ULS60000000722	2	Rented - Private			House	Semi-Detached House	Stone Construction		0-50	GRA1	SLATE	Employed (Full time)	2010	1	0	50	50	1000	450	43	1	-2	3	0	0	1	0-50	14	699.00	0.00	0	2
	8090499263	ULS60000000723	2	Owned			Bungalow	Detached Bungalow	Brick		0-50	GRA1	TILE	Employed (Part time)	2010	0	0	50	50	1000	450	24	1	-2	3	0	0	1	0-50	14	699.00	0.00	0	2
	8090499271	ULS60000000724	2	Rented - Private			House	Semi-Detached House	Stone Construction		0-50	GRA1	SLATE	Employed (Full time)	2010	1	300	50	350	1000	450	45	1	-2	3	0	0	1	0-50	14	699.00	0.00	0	2
	8090499297	ULS60000000726	2	Rented - Private			House	Semi-Detached House	Stone Construction		0-50	GRA1	SLATE	Employed (Full time)	2010	1	300	50	350	1000	450	29	1	-2	3	0	0	1	0-50	14	699.00	0.00	0	2
	8090499305	ULS60000000725	2	Rented - Private			House	Semi-Detached House	Stone Construction		0-50	GRA1	SLATE	Employed (Full time)	2010	1	0	50	50	1000	450	42	1	-2	3	0	0	1	0-50	14			0	2
	8090499313	ULS60000000727	2	Owned			Bungalow	Detached Bungalow	Brick		0-50	GRA1	TILE	Employed (Part time)	2010	0	0	50	50	1000	450	32	1	-2	3	0	0	1	0-50	14			0	2
	8090499321	NAT60000002403	2	Owned			Bungalow	Detached Bungalow	Brick		0-50	GRA1	TILE	Employed (Full time)	2010	0	150	50	200	1000	450	33	1	-2	3	0	0	1	0-50	14	699.00	0.00	0	2
	8090499339	RBS60000000902	2	Owned			Bungalow	Detached Bungalow	Brick		0-50	GRA1	TILE	Employed (Part time)	2010	0	150	50	200	1000	450	39	1	-2	3	0	0	1	0-50	14	699.00	0.00	0	2
	8090499347	ULS60000000675	2	Owned			Bungalow	Detached Bungalow	Brick		0-50	GRA1	TILE	Employed (Part time)	2010	0	100	50	150	1000	450	34	1	-2	3	0	0	1	0-50	14	699.00	0.00	0	2
	8090499354	NAT60000002393	2	Owned			Bungalow	Detached Bungalow	Brick		0-50	GRA1	TILE	Employed (Part time)	2010	0	200	50	250	1000	450	38	1	-2	3	0	0	1	0-50	14			0	2
	8090499362	NAT60000002395	2	Rented - Private			House	Semi-Detached House	Stone Construction		0-50	GRA1	SLATE	Self-employed (full time)	2010	0	200	50	250	1000	450	33	1	-2	3	0	0	1	0-50	14	699.00	0.00	0	2
	8090499370	NAT60000002397	2	Rented - Private			House	End-Terraced House	Concrete		0-50	GRA1	SLATE	Voluntary	2010	0	250	50	300	1000	450	31	1	-2	3	0	0	1	0-50	14	699.00	0.00	0	2
	8090499388	NAT60000002399	2	Owned			Bungalow	Detached Bungalow	Brick		0-50	GRA1	TILE	Employed (Part time)	2010	0	150	50	200	1000	450	25	1	-2	3	0	0	1	0-50	14			0	2
	8090499396	NAT60000002401	2	Rented - Private			House	Semi-Detached House	Stone Construction		0-50	GRA1	SLATE	Self-employed (full time)	2010	0	150	50	200	1000	450	42	1	-2	3	0	0	0	0-50	14			0	2
	8090499420	ULS60000000728	2	Rented - Private			House	Semi-Detached House	Stone Construction		0-50	GRA1	SLATE	Employed (Full time)	2010	1	150	50	200	1000	450	43	1	-2	3	0	0	1	0-50	14	699.00	0.00	0	2
	8090499438	ULS60000000729	2	Owned			Bungalow	Detached Bungalow	Brick		0-50	GRA1	TILE	Employed (Part time)	2010	0	150	50	200	1000	450	27	1	-2	3	0	0	1	0-50	14	699.00	0.00	0	2
	8090499446	ULS60000000730	2	Rented - Private			House	End-Terraced House	Concrete		0-50	GRA1	SLATE	Retired	2010	1	150	50	200	1000	450	34	1	-2	3	0	0	1	0-50	14			0	2
	8090499453	ULS60000000732	2	Rented - Private			House	Semi-Detached House	Stone Construction		0-50	GRA1	SLATE	Employed (Full time)	2010	1	150	50	200	1000	450	32	1	-2	3	0	0	1	0-50	14			0	2
	8090499461	ULS60000000733	2	Owned			Bungalow	Detached Bungalow	Brick		0-50	GRA1	TILE	Employed (Part time)	2010	0	150	50	200	1000	450	36	1	-2	3	0	0	1	0-50	14	699.00	0.00	0	2
	8090499479	ULS60000000734	2	Rented - Private			House	End-Terraced House	Concrete		0-50	GRA1	SLATE	Retired	2010	1	150	50	200	1000	450	40	1	-2	3	0	0	1	0-50	14	699.00	0.00	0	2
	8090499487	ULS60000000735	2	Rented - Private			House	Semi-Detached House	Stone Construction		0-50	GRA1	SLATE	Self-employed (full time)	2010	0	150	50	200	1000	450	28	1	-2	3	0	0	1	0-50	14	699.00	0.00	0	2
	8090499495	ULS60000000736	2	Owned			Bungalow	Detached Bungalow	Brick		0-50	GRA1	TILE	Self-employed (part-time)	2010	1	150	50	200	1000	450	42	1	-2	3	0	0	1	0-50	14			0	2
	8090499537	ULS60000000737	2	Rented - Private			House	Semi-Detached House	Stone Construction		0-50	GRA1	SLATE	Employed (Full time)	2010	1	150	50	200	1000	450	29	1	-2	3	0	0	1	0-50	14			0	2
	8090499545	ULS60000000738	2	Owned			Bungalow	Detached Bungalow	Brick		0-50	GRA1	TILE	Employed (Part time)	2010	0	150	50	200	1000	450	28	1	-2	3	0	0	1	0-50	14	699.00	0.00	0	2
	8090499552	ULS60000000739	2	Rented - Private			House	End-Terraced House	Concrete		0-50	GRA1	SLATE	Retired	2010	1	150	50	200	1000	450	40	1	-2	3	0	0	1	0-50	14	699.00	0.00	0	2
	8090499560	ULS60000000740	2	Rented - Private			House	Semi-Detached House	Stone Construction		0-50	GRA1	SLATE	Self-employed (full time)	2010	0	150	50	200	1000	450	35	1	-2	3	0	0	1	0-50	14	699.00	0.00	0	2
	8090499578	ULS60000000741	2	Owned			Bungalow	Detached Bungalow	Brick		0-50	GRA1	TILE	Self-employed (part-time)	2010	1	150	50	200	1000	450	44	1	-2	3	0	0	1	0-50	14			0	2
	8090499586	ULS60000000742	2	Rented - Private			House	End-Terraced House	Concrete		0-50	GRA1	SLATE	Voluntary	2010	0	150	50	200	1000	450	42	1	-2	3	0	0	1	0-50	14			0	2
	8090499594	ULS60000000743	2	Rented - Private			House	Semi-Detached House	Stone Construction		0-50	GRA1	SLATE	Employed (Full time)	2010	1	150	50	200	1000	450	42	1	-2	3	0	0	1	0-50	14			0	2
	8090499602	ULS60000000745	2	Owned			Bungalow	Detached Bungalow	Brick		0-50	GRA1	TILE	Employed (Part time)	2010	0	150	50	200	1000	450	26	1	-2	3	0	0	1	0-50	14	699.00	0.00	0	2
	8090499610	ULS60000000746	2	Rented - Private			House	End-Terraced House	Concrete		0-50	GRA1	SLATE	Retired	2010	1	150	50	200	1000	450	30	1	-2	3	0	0	1	0-50	14	699.00	0.00	0	2
	8090499636	ULS60000000747	2	Rented - Private			House	Semi-Detached House	Stone Construction		0-50	GRA1	SLATE	Self-employed (full time)	2010	0	150	50	200	1000	450	42	1	-2	3	0	0	1	0-50	14	699.00	0.00	0	2
	8090499644	RBS60000000905	2	Rented - Private			House	Semi-Detached House	Stone Construction		0-50	GRA1	SLATE	Employed (Full time)	2010	1	150	50	200	1000	450	42	1	-2	3	0	0	1	0-50	14	699.00	0.00	0	2
	8090499651	RBS60000000906	2	Owned			Bungalow	Detached Bungalow	Brick		0-50	GRA1	TILE	Employed (Part time)	2010	0	150	50	200	1000	450	34	1	-2	3	0	0	1	0-50	14			0	2
	8090499669	RBS60000000907	2	Rented - Private			House	End-Terraced House	Concrete		0-50	GRA1	SLATE	Retired	2010	1	150	50	200	1000	450	27	1	-2	3	0	0	1	0-50	14	699.00	0.00	0	2
	8090499677	RBS60000000908	2	Rented - Private			House	Semi-Detached House	Stone Construction		0-50	GRA1	SLATE	Employed (Full time)	2010	1	150	50	200	1000	450	36	1	-2	3	0	0	1	0-50	14	699.00	0.00	0	2
	8090499685	ULS60000000749	2	Rented - Private			House	Semi-Detached House	Stone Construction		0-50	GRA1	SLATE	Employed (Full time)	2010	1	150	50	200	1000	450	40	1	-2	3	0	0	1	0-50	14	699.00	0.00	0	2
	8090499701	ULS60000000750	2	Owned			Bungalow	Detached Bungalow	Brick		0-50	GRA1	TILE	Employed (Part time)	2010	0	150	50	200	1000	450	39	1	-2	3	0	0	1	0-50	14	699.00	0.00	0	2
	8090499719	RBS60000000909	2	Rented - Private			House	Semi-Detached House	Stone Construction		0-50	GRA1	SLATE	Employed (Full time)	2010	1	150	50	200	1000	450	37	1	-2	3	0	0	1	0-50	14	699.00	0.00	0	2
	8090499727	ULS60000000751	2	Rented - Private			House	End-Terraced House	Concrete		0-50	GRA1	SLATE	Retired	2010	1	150	50	200	1000	450	30	1	-2	3	0	0	1	0-50	14	699.00	0.00	0	2
	8090499735	RBS60000000910	2	Owned			Bungalow	Detached Bungalow	Brick		0-50	GRA1	TILE	Employed (Part time)	2010	0	150	50	200	1000	450	44	1	-2	3	0	0	1	0-50	14	699.00	0.00	0	2
	8090499743	ULS60000000752	2	Rented - Private			House	Semi-Detached House	Stone Construction		0-50	GRA1	SLATE	Self-employed (full time)	2010	0	150	50	200	1000	450	28	1	-2	3	0	0	1	0-50	14	699.00	0.00	0	2
	8090499750	RBS60000000911	2	Rented - Private			House	End-Terraced House	Concrete		0-50	GRA1	SLATE	Retired	2010	1	150	50	200	1000	450	34	1	-2	3	0	0	1	0-50	14	699.00	0.00	0	2
	8090499768	RBS60000000912	2	Rented - Private			House	Semi-Detached House	Stone Construction		0-50	GRA1	SLATE	Self-employed (full time)	2010	0	150	50	200	1000	450	33	1	-2	3	0	0	1	0-50	14	699.00	0.00	0	2
	8090499776	RBS60000000913	2	Owned			Bungalow	Detached Bungalow	Brick		0-50	GRA1	TILE	Self-employed (part-time)	2010	1	150	50	200	1000	450	32	1	-2	3	0	0	1	0-50	14	699.00	0.00	0	2
	8090499784	RBS60000000914	2	Rented - Private			House	Semi-Detached House	Stone Construction		0-50	GRA1	SLATE	Employed (Full time)	2010	1	150	50	200	1000	450	37	1	-2	3	0	0	1	0-50	14			0	2
	8090499792	RBS60000000915	2	Owned			Bungalow	Detached Bungalow	Brick		0-50	GRA1	TILE	Employed (Part time)	2010	0	150	50	200	1000	450	25	1	-2	3	0	0	1	0-50	14	699.00	0.00	0	2
	8090499818	NAT60000002410	2	Rented - Private			House	Semi-Detached House	Stone Construction		0-50	GRA1	SLATE	Employed (Full time)	2010	1	150	50	200	1000	450	30	1	-2	3	0	0	1	0-50	14			0	2
	8090499826	RBS60000000916	2	Rented - Private			House	End-Terraced House	Concrete		0-50	GRA1	SLATE	Retired	2010	1	150	50	200	1000	450	37	1	-2	3	0	0	1	0-50	14	699.00	0.00	0	2
	8090499834	NAT60000002411	2	Owned			Bungalow	Detached Bungalow	Brick		0-50	GRA1	TILE	Employed (Part time)	2010	0	150	50	200	1000	450	40	1	-2	3	0	0	1	0-50	14			0	2
	8090499842	NAT60000002413	2	Rented - Private			House	Semi-Detached House	Stone Construction		0-50	GRA1	SLATE	Self-employed (full time)	2010	0	150	50	200	1000	450	35	1	-2	3	0	0	1	0-50	14	699.00	0.00	0	2
	8090499859	RBS60000000919	2	Rented - Private			House	End-Terraced House	Concrete		0-50	GRA1	SLATE	Voluntary	2010	0	150	50	200	1000	450	41	1	-2	3	0	0	1	0-50	14			0	2
	8090499867	NAT60000002414	2	Owned			Bungalow	Detached Bungalow	Brick		0-50	GRA1	TILE	Self-employed (part-time)	2010	1	150	50	200	1000	450	28	1	-2	3	0	0	1	0-50	14	699.00	0.00	0	2
	8090499875	RBS60000000920	2	Rented - Private			House	Semi-Detached House	Stone Construction		0-50	GRA1	SLATE	Employed (Full time)	2010	1	150	50	200	1000	450	30	1	-2	3	0	0	1	0-50	14	699.00	0.00	0	2
	8090499883	NAT60000002415	2	Rented - Private			House	End-Terraced House	Concrete		0-50	GRA1	SLATE	Voluntary	2010	0	150	50	200	1000	450	32	1	-2	3	0	0	1	0-50	14	699.00	0.00	0	2
	8090499891	RBS60000000921	2	Owned			Bungalow	Detached Bungalow	Brick		0-50	GRA1	TILE	Employed (Part time)	2010	0	150	50	200	1000	450	41	1	-2	3	0	0	1	0-50	14	699.00	0.00	0	2
	8090499909	NAT60000002416	2	Rented - Private			House	Semi-Detached House	Stone Construction		0-50	GRA1	SLATE	Employed (Full time)	2010	1	150	50	200	1000	450	34	1	-2	3	0	0	1	0-50	14	699.00	0.00	0	2
	8090499917	RBS60000000922	2	Rented - Private			House	End-Terraced House	Concrete		0-50	GRA1	SLATE	Retired	2010	1	150	50	200	1000	450	45	1	-2	3	0	0	1	0-50	14	699.00	0.00	0	2
	8090499925	NAT60000002417	2	Owned			Bungalow	Detached Bungalow	Brick		0-50	GRA1	TILE	Employed (Part time)	2010	0	150	50	200	1000	450	37	1	-2	3	0	0	1	0-50	14	699.00	0.00	0	2
	8090499933	RBS60000000923	2	Rented - Private			House	Semi-Detached House	Stone Construction		0-50	GRA1	SLATE	Self-employed (full time)	2010	0	150	50	200	1000	450	39	1	-2	3	0	0	1	0-50	14	699.00	0.00	0	2
	8090499941	NAT60000002418	2	Rented - Private			House	End-Terraced House	Concrete		0-50	GRA1	SLATE	Retired	2010	1	150	50	200	1000	450	27	1	-2	3	0	0	1	0-50	14	699.00	0.00	0	2
	8090499958	NAT60000002419	2	Rented - Private			House	Semi-Detached House	Stone Construction		0-50	GRA1	SLATE	Self-employed (full time)	2010	0	150	50	200	1000	450	34	1	-2	3	0	0	1	0-50	14	699.00	0.00	0	2
	8090499974	RBS60000000917	2	Rented - Private			House	Semi-Detached House	Stone Construction		0-50	GRA1	SLATE	Self-employed (full time)	2010	0	150	50	200	1000	450	30	1	-2	3	0	0	1	0-50	14	699.00	0.00	0	2
	8090499982	RBS60000000918	2	Owned			Bungalow	Detached Bungalow	Brick		0-50	GRA1	TILE	Self-employed (part-time)	2010	1	0	50	50	1000	450	43	1	-2	3	0	0	1	0-50	14	699.00	0.00	0	2
	8090499990	RBS60000000924	2	Rented - Private			House	Semi-Detached House	Stone Construction		0-50	GRA1	SLATE	Employed (Full time)	2010	1	150	50	200	1000	450	24	1	-2	3	0	0	1	0-50	14	699.00	0.00	0	2
